GCoM_ID,signatory name,country code,Covenant Region,Year of adhesion,population adhesion year, signatory adhesion type , latitude , longitude ,area, NUTS3 , LAU1 , LAU2 , FUA_ID , CITY_ID/GREATER_CITY_ID , CITY or Greater City ,population in 2018, degree of urbanisation ,Heating Degree-Days (HDD),reference year HDD,"GDP per capita at NUTS3 [Euro per inhabitant]"," GHG emissions per capita in GCoM sectors_EDGAR [tCO2-eq/year] ",reference years in EDGAR,  Mitigation reduction target 2020 [%] ,  Mitigation reduction target 2030 [%] , reduction_type_id 
PL0035,Ustka,pl,Europe EU27,2012,16467.00, As an individual signatory , 54.35 , 16.52 ,10.00, PL636 ,, PL1004221411201 ,, NaN , Other ,15709.00, 2.00 ,3209.82,2000,8000.00, 5.94 ,2000, 20.00 , -   , absolute 
IT1026,Vico del Gargano,it,Europe EU27,2016,8000.00, As an individual signatory , 41.90 , 15.96 ,111.08, ITF46 ,, IT071059 ,, NaN , Other ,7674.00, 2.00 ,1327.65,2015,15833.33, 4.17 ,2016, NaN , NaN , NaN 
IT4797,Nizza di Sicilia,it,Europe EU27,2012,3663.00, As an individual signatory , 38.00 , 15.41 ,13.00, ITG13 ,, IT083061 ,, NaN , Other ,3671.00, 3.00 ,1153.58,2012,17038.89, 4.53 ,2012, NaN , NaN , NaN 
IT2112,CAVERNAGO,it,Europe EU27,2014,2598.00, As an individual signatory , 45.38 , 9.46 ,7.00, ITC46 ,, IT016066 ,, NaN , Other ,2587.00, 3.00 ,2762.34,2005,30538.89, 5.48 ,2005, 20.00 , -   , absolute 
ES1351,Sant Pau de Segúries,es,Europe EU27,2012,676.00, As an individual signatory , 42.26 , 2.37 ,8.00, ES512 ,, ES17177 ,, NaN , Other ,707.00, 3.00 ,2028.17,2005,25461.11, 5.37 ,2005, 21.00 , -   , absolute 
IT0542,Sommacampagna,it,Europe EU27,2014,14634.00, As an individual signatory , 45.00 , 10.00 ,40.00, ITH31 ,, IT023082 ,, NaN , Other ,14802.00, 2.00 ,1922.90,2007,30061.11, 5.31 ,2007, 40.00 , -   , absolute 
LV0002,Daugavpils,lv,Europe EU27,2016,95467.00, As an individual signatory , 55.87 , 26.52 ,72.00, LV005 ,, LV0050000 ,, LV501C1 , City or Greater city ,83250.00, 1.00 ,3770.67,2015,4566.67, 2.93 ,2016, NaN , NaN , NaN 
RO0019,Reşiţa,ro,Europe EU27,2009,73282.00, As an individual signatory , 45.29 , 21.89 ,2420.00, RO422 ,, RO50790 ,, NaN , Other ,86554.00, 2.00 ,2684.74,2008,4300.00, 3.03 ,2008, 20.00 , -   , absolute 
IT0738,Taormina,it,Europe EU27,2013,11061.00, As an individual signatory , 37.51 , 15.18 ,13.00, ITG13 ,, IT083097 ,, NaN , Other ,10872.00, 2.00 ,1153.62,2013,17038.89, 4.27 ,2013, NaN , NaN , NaN 
IT2164,Berzo Inferiore,it,Europe EU27,2015,2470.00, As an individual signatory , 45.56 , 10.16 ,22.00, ITC47 ,, IT017017 ,, NaN , Other ,2480.00, 3.00 ,2986.56,2005,30794.44, 5.48 ,2005, 20.00 , -   , absolute 
ES1285,MENÀRGUENS,es,Europe EU27,2016,849.00, As an individual signatory , 41.73 , 0.74 ,20.00, ES513 ,, ES25134 ,, NaN , Other ,801.00, 3.00 ,2137.94,2015,25988.89, 3.65 ,2016, NaN , NaN , NaN 
AT0012,Lassee,at,Europe EU27,2008,3500.00, As an individual signatory , 48.22 , 16.82 ,55.00, AT126 ,, AT30830 ,, NaN , Other ,2765.00, 3.00 ,2601.37,2008,23816.67, 5.18 ,2008, NaN , NaN , NaN 
AT0013,Laxenburg,at,Europe EU27,2008,2736.00, As an individual signatory , 48.07 , 16.36 ,10.00, AT127 ,, AT31715 ,, NaN , Other ,2828.00, 3.00 ,2453.03,2008,40211.11, 5.18 ,2008, 20.00 , -   , per_capita 
BE0002,Antwerp,be,Europe EU27,2009,512000.00, As an individual signatory , 51.22 , 4.40 ,204.00, BE211 ,, BE11002 ,, BE002C1 , City or Greater city ,524667.00, 1.00 ,2484.38,2005,40731.58, 7.38 ,2005, 20.00 , -   , absolute 
BE0285,Bruxelles-Capitale,be,Europe EU27,2008,1048491.00, As an individual signatory , 50.85 , 4.36 ,160.00, BE100 ,,, BE001L3 , BE001L3 , City or Greater city ,1172625.00, 1.00 ,2433.93,1990,60205.26, 6.87 ,1990, 20.00 , -   , absolute 
BE0024,Genk,be,Europe EU27,2008,66051.00, As an individual signatory , 50.97 , 5.50 ,88.00, BE221 ,, BE71016 ,, NaN , Other ,66175.00, 2.00 ,2247.74,2011,32600.00, 5.97 ,2011, 20.00 , -   , absolute 
BE0004,Gent,be,Europe EU27,2009,259579.00, As an individual signatory , 51.05 , 3.73 ,156.00, BE234 ,, BE44021 ,, BE003C1 , City or Greater city ,261344.00, 1.00 ,2209.84,2007,37621.05, 6.91 ,2007, 20.00 , 40.00 , absolute 
BE0021,Hasselt,be,Europe EU27,2008,77222.00, As an individual signatory , 50.93 , 5.34 ,102.00, BE221 ,, BE71022 ,, NaN , Other ,77749.00, 2.00 ,2247.74,2011,32600.00, 5.97 ,2011, 21.00 , 40.00 , absolute 
BE0005,Liège,be,Europe EU27,2015,195968.00, As an individual signatory , 50.65 , 5.58 ,69.00, BE332 ,, BE62063 ,, BE005C1 , City or Greater city ,198541.00, 1.00 ,2584.05,2015,25842.11, 5.64 ,2015, NaN , NaN , NaN 
BG0003,Burgas,bg,Europe EU27,2008,226000.00, As an individual signatory , 42.50 , 27.47 ,559.15, BG341 ,, BGBGS04 ,, BG004C1 , City or Greater city ,209202.00, 1.00 ,2306.58,2005,4061.11, 4.56 ,2005, 25.00 , -   , absolute 
BG0005,Dobrich,bg,Europe EU27,2008,93500.00, As an individual signatory , 44.12 , 27.27 ,NaN, BG332 ,, BGDOB28 ,, BG010C1 , City or Greater city ,84502.00, 1.00 ,2471.33,2000,3005.56, 3.72 ,2000, 25.00 , -   , absolute 
BG0012,Lom,bg,Europe EU27,2008,29981.00, As an individual signatory , 43.80 , 23.23 ,NaN, BG312 ,, BGMON24 ,, NaN , Other ,25074.00, 2.00 ,2646.06,2004,2677.78, 4.43 ,2004, 20.00 , -   , absolute 
BG0002,Varna,bg,Europe EU27,2008,356481.00, As an individual signatory , 43.21 , 27.92 ,NaN, BG331 ,, BGVAR06 ,, BG003C1 , City or Greater city ,344748.00, 1.00 ,2245.16,2000,4677.78, 3.72 ,2000, 25.00 , -   , absolute 
CY0015,Latsia,cy,Europe EU27,2008,13000.00, As an individual signatory , 35.10 , 33.37 ,16.00, CY000 ,, CY1023 ,, NaN , Other ,13000.00, 2.00 ,703.95,2009,21036.84, 6.21 ,2009, 21.00 , -   , absolute 
CY0002,Strovolos,cy,Europe EU27,2009,67565.00, As an individual signatory , 35.15 , 33.33 ,25.00, CY000 ,, CY1012 ,, CY001C1 , City or Greater city ,67565.00, 1.00 ,703.95,2009,21036.84, 6.21 ,2009, 20.00 , -   , absolute 
DE0021,Aachen,de,Europe EU27,2009,244509.00, As an individual signatory , 50.80 , 6.06 ,161.00, DEA2D ,, DE05334002 ,, DE507C1 , City or Greater city ,246272.00, 1.00 ,2448.64,1990,30183.33, 8.76 ,1990, 40.00 , -   , absolute 
DE0061,Altötting,de,Europe EU27,2009,13000.00, As an individual signatory , 48.23 , 12.68 ,23.07, DE214 ,, DE09171111 ,, NaN , Other ,12906.00, 2.00 ,3391.94,2006,40511.11, 7.97 ,2006, 50.00 , -   , absolute 
DE0011,Bremen,de,Europe EU27,2008,546451.00, As an individual signatory , 53.08 , 8.80 ,317.88, DE501 ,, DE04011000 ,, DE012C1 , City or Greater city ,568006.00, 1.00 ,2824.66,1990,43161.11, 8.76 ,1990, 40.00 , -   , absolute 
DE0008,Dortmund,de,Europe EU27,2009,580956.00, As an individual signatory , 51.51 , 7.47 ,280.00, DEA52 ,, DE05913000 ,, DE010C1 , City or Greater city ,586600.00, 1.00 ,2646.42,1990,30977.78, 8.76 ,1990, 40.00 , -   , absolute 
DE0005,Frankfurt am Main,de,Europe EU27,2008,670000.00, As an individual signatory , 50.11 , 8.68 ,248.31, DE712 ,, DE06412000 ,, DE005C1 , City or Greater city ,746878.00, 1.00 ,2829.65,1992,87833.33, 8.35 ,1992, 31.00 , -   , absolute 
DE0023,Freiburg,de,Europe EU27,2008,220000.00, As an individual signatory , 48.00 , 7.85 ,153.04, DE131 ,, DE08311000 ,, DE027C1 , City or Greater city ,229636.00, 1.00 ,2449.68,1992,42677.78, 8.35 ,1992, 29.00 , -   , absolute 
DE0043,Greifswald,de,Europe EU27,2008,60000.00, As an individual signatory , 54.10 , 13.37 ,50.00, DE80N ,, DE13075039 ,, DE078C1 , City or Greater city ,58886.00, 1.00 ,2938.15,2008,18316.67, 7.73 ,2008, 14.00 , -   , absolute 
DE0002,Hamburg,de,Europe EU27,2008,1814597.00, As an individual signatory , 53.55 , 9.99 ,755.00, DE600 ,, DE02000000 ,, DE002C1 , City or Greater city ,1830584.00, 1.00 ,2827.17,1990,54894.44, 8.76 ,1990, 40.00 , -   , absolute 
DE0068,Hanau,de,Europe EU27,2008,88182.00, As an individual signatory , 50.13 , 8.92 ,76.47, DE719 ,, DE06435014 ,, DE047C1 , City or Greater city ,96130.00, 1.00 ,2996.70,2008,28355.56, 7.73 ,2008, NaN , NaN , NaN 
DE0012,Hannover,de,Europe EU27,2008,540000.00, As an individual signatory , 52.37 , 9.74 ,204.00, DE929 ,, DE03241001 ,, DE013C1 , City or Greater city ,535061.00, 1.00 ,2770.26,1990,36894.44, 8.76 ,1990, 40.00 , -   , absolute 
DE0029,Heidelberg,de,Europe EU27,2008,144948.00, As an individual signatory , 49.41 , 8.71 ,109.00, DE125 ,, DE08221000 ,, DE522C1 , City or Greater city ,160601.00, 1.00 ,2873.60,1993,47044.44, 8.35 ,1993, 20.00 , -   , absolute 
DE0034,Kaiserslautern,de,Europe EU27,2009,98790.00, As an individual signatory , 49.45 , 7.82 ,140.00, DEB32 ,, DE07312000 ,, DE044C1 , City or Greater city ,99684.00, 1.00 ,3034.65,1998,39211.11, 8.24 ,1998, 40.00 , -   , absolute 
DE0004,Koeln,de,Europe EU27,2008,1019300.00, As an individual signatory , 50.94 , 6.96 ,405.01, DEA23 ,, DE05315000 ,, DE004C1 , City or Greater city ,1080394.00, 1.00 ,2467.60,1990,50122.22, 8.76 ,1990, 20.00 , -   , absolute 
DE0003,München,de,Europe EU27,2009,1464962.00, As an individual signatory , 48.14 , 11.58 ,310.00, DE212 ,, DE09162000 ,, DE003C1 , City or Greater city ,1456039.00, 1.00 ,3359.71,1990,64805.56, 8.76 ,1990, 47.00 , -   , absolute 
ES1129,Paymogo,es,Europe EU27,2009,1306.00, As an individual signatory , 37.74 ,-7.35 ,213.47, ES615 ,, ES21057 ,, NaN , Other ,1167.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 17.00 , -   , absolute 
DE0019,Münster,de,Europe EU27,2008,309429.00, As an individual signatory , 51.96 , 7.63 ,303.00, DEA33 ,, DE05515000 ,, DE504C1 , City or Greater city ,313559.00, 1.00 ,3395.98,2010,52772.22, 7.58 ,2010, 40.00 , -   , absolute 
DE0051,Neumarkt in der Oberpfalz,de,Europe EU27,2008,39246.00, As an individual signatory , 49.28 , 11.46 ,79.00, DE236 ,, DE09373147 ,, NaN , Other ,39822.00, 2.00 ,3387.98,1990,27727.78, 8.76 ,1990, 52.00 , -   , absolute 
DE0013,Nürnberg,de,Europe EU27,2008,503263.00, As an individual signatory , 49.46 , 11.08 ,186.45, DE254 ,, DE09564000 ,, DE014C1 , City or Greater city ,515201.00, 1.00 ,3173.13,1990,46983.33, 8.76 ,1990, 40.00 , -   , absolute 
DE0032,Pforzheim,de,Europe EU27,2008,126000.00, As an individual signatory , 48.89 , 8.70 ,98.07, DE129 ,, DE08231000 ,, DE533C1 , City or Greater city ,124289.00, 1.00 ,2976.57,1990,36011.11, 8.76 ,1990, 35.00 , -   , absolute 
DE0038,Rheine,de,Europe EU27,2008,76546.00, As an individual signatory , 52.28 , 7.44 ,145.00, DEA37 ,, DE05566076 ,, NaN , Other ,76018.00, 2.00 ,2685.95,1990,24772.22, 8.76 ,1990, 20.00 , -   , absolute 
DE0007,Stuttgart,de,Europe EU27,2009,593849.00, As an individual signatory , 48.77 , 9.18 ,207.00, DE111 ,, DE08111000 ,, DE007C1 , City or Greater city ,632743.00, 1.00 ,3257.60,1990,72383.33, 8.76 ,1990, 20.00 , -   , absolute 
DK0003,Århus,dk,Europe EU27,2009,305000.00, As an individual signatory , 56.15 , 10.20 ,469.00, DK042 ,, DK751 ,, DK002C1 , City or Greater city ,340421.00, 1.00 ,3351.19,2009,37926.32, 6.93 ,2009, 20.00 , -   , absolute 
ES1615,Aguilar de Segarra,es,Europe EU27,2008,257.00, As an individual signatory , 41.74 , 1.63 ,52.00, ES511 ,, ES08002 ,, NaN , Other ,277.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES1297,Alájar,es,Europe EU27,2009,802.00, As an individual signatory , 37.87 ,-6.67 ,41.46, ES615 ,, ES21001 ,, NaN , Other ,763.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0045,Algeciras,es,Europe EU27,2009,115333.00, As an individual signatory , 36.14 ,-5.44 ,85.00, ES612 ,, ES11004 ,, ES532C1 , City or Greater city ,121414.00, 1.00 ,661.81,2007,15888.89, 5.27 ,2007, 20.00 , -   , absolute 
ES0257,Aljaraque,es,Europe EU27,2009,17960.00, As an individual signatory , 37.27 ,-7.02 ,33.82, ES615 ,, ES21002 ,, NaN , Other ,21054.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0212,Almonte,es,Europe EU27,2009,21782.00, As an individual signatory , 37.26 ,-6.52 ,859.21, ES615 ,, ES21005 ,, NaN , Other ,24013.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 21.00 , -   , absolute 
ES1016,Almonaster la Real,es,Europe EU27,2009,1848.00, As an individual signatory , 37.87 ,-6.79 ,321.29, ES615 ,, ES21004 ,, NaN , Other ,1837.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 26.00 , -   , absolute 
ES0680,Alosno,es,Europe EU27,2009,4381.00, As an individual signatory , 37.55 ,-7.11 ,191.07, ES615 ,, ES21006 ,, NaN , Other ,3942.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 22.00 , -   , absolute 
ES1574,Alpens,es,Europe EU27,2008,311.00, As an individual signatory , 42.12 , 2.10 ,13.00, ES511 ,, ES08004 ,, NaN , Other ,273.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0484,Aracena,es,Europe EU27,2008,7612.00, As an individual signatory , 37.89 ,-6.56 ,184.45, ES615 ,, ES21007 ,, NaN , Other ,8040.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 29.00 , -   , absolute 
ES0776,Aroche,es,Europe EU27,2008,3400.00, As an individual signatory , 37.94 ,-6.95 ,498.44, ES615 ,, ES21008 ,, NaN , Other ,3109.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 22.00 , -   , absolute 
ES1213,Arroyomolinos de León,es,Europe EU27,2009,1040.00, As an individual signatory , 38.02 ,-6.42 ,86.95, ES615 ,, ES21009 ,, NaN , Other ,965.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0955,Avià,es,Europe EU27,2008,2206.00, As an individual signatory , 42.08 , 1.83 ,27.00, ES511 ,, ES08011 ,, NaN , Other ,2250.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0230,Ayamonte,es,Europe EU27,2008,20334.00, As an individual signatory , 37.21 ,-7.41 ,141.29, ES615 ,, ES21010 ,, NaN , Other ,20883.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0022,Badalona,es,Europe EU27,2008,215329.00, As an individual signatory , 41.45 , 2.25 ,22.00, ES511 ,, ES08015 ,, ES503C1 , City or Greater city ,217741.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0312,Badia del Vallès,es,Europe EU27,2008,14064.00, As an individual signatory , 41.51 , 2.12 ,1.00, ES511 ,, ES08904 ,, NaN , Other ,13417.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0452,Bigues i Riells,es,Europe EU27,2008,8401.00, As an individual signatory , 41.68 , 2.21 ,29.00, ES511 ,, ES08023 ,, NaN , Other ,9003.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 50.00 , -   , absolute 
ES1531,Berrocal,es,Europe EU27,2009,376.00, As an individual signatory , 37.61 ,-6.54 ,126.24, ES615 ,, ES21012 ,, NaN , Other ,319.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 24.00 , -   , absolute 
ES0317,Bollullos del Condado,es,Europe EU27,2009,13891.00, As an individual signatory , 37.34 ,-6.54 ,49.31, ES615 ,, ES21013 ,, NaN , Other ,14114.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0573,Bonares,es,Europe EU27,2008,6015.00, As an individual signatory , 37.32 ,-6.68 ,64.77, ES615 ,, ES21014 ,, NaN , Other ,6060.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 23.00 , -   , absolute 
ES1391,Borreda,es,Europe EU27,2009,614.00, As an individual signatory , 42.14 , 1.99 ,44.00, ES511 ,, ES08024 ,, NaN , Other ,456.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES1281,Cabezas Rubias,es,Europe EU27,2009,865.00, As an individual signatory , 37.73 ,-7.09 ,108.65, ES615 ,, ES21015 ,, NaN , Other ,741.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 22.00 , -   , absolute 
ES0679,Cabrera de Mar,es,Europe EU27,2008,4408.00, As an individual signatory , 41.50 , 2.40 ,9.00, ES511 ,, ES08029 ,, NaN , Other ,4664.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0526,Cabrils,es,Europe EU27,2008,6964.00, As an individual signatory , 41.53 , 2.37 ,7.00, ES511 ,, ES08030 ,, NaN , Other ,7348.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES1126,Cala,es,Europe EU27,2009,1310.00, As an individual signatory , 37.97 ,-6.32 ,83.94, ES615 ,, ES21016 ,, NaN , Other ,1184.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0684,Calañas,es,Europe EU27,2009,4355.00, As an individual signatory , 37.65 ,-6.88 ,282.45, ES615 ,, ES21017 ,, NaN , Other ,4077.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES1270,Calders,es,Europe EU27,2008,899.00, As an individual signatory , 41.79 , 1.99 ,33.00, ES511 ,, ES08034 ,, NaN , Other ,946.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0250,Calella,es,Europe EU27,2008,18627.00, As an individual signatory , 41.61 , 2.66 ,8.00, ES511 ,, ES08035 ,, NaN , Other ,18728.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES1296,Campofrío,es,Europe EU27,2009,818.00, As an individual signatory , 37.77 ,-6.58 ,46.98, ES615 ,, ES21019 ,, NaN , Other ,702.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES1478,Cañaveral de León,es,Europe EU27,2009,439.00, As an individual signatory , 38.01 ,-6.53 ,34.77, ES615 ,, ES21020 ,, NaN , Other ,411.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0280,Cardedeu,es,Europe EU27,2008,16596.00, As an individual signatory , 41.64 , 2.36 ,13.00, ES511 ,, ES08046 ,, NaN , Other ,18165.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 31.00 , -   , absolute 
ES0258,Cartaya,es,Europe EU27,2009,17905.00, As an individual signatory , 37.28 ,-7.16 ,226.00, ES615 ,, ES21021 ,, NaN , Other ,19433.00, 2.00 ,895.49,2007,16527.78, 5.27 ,2007, 24.00 , -   , absolute 
ES1640,Castaño del Robledo,es,Europe EU27,2009,222.00, As an individual signatory , 37.90 ,-6.70 ,12.93, ES615 ,, ES21022 ,, NaN , Other ,209.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 16.00 , -   , absolute 
ES0079,Castelldefels,es,Europe EU27,2008,60572.00, As an individual signatory , 41.28 , 1.98 ,12.00, ES511 ,, ES08056 ,, ES069C1 , City or Greater city ,66375.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 24.00 , -   , absolute 
ES1217,Castellnou del Bages,es,Europe EU27,2008,1021.00, As an individual signatory , 41.78 , 1.84 ,29.00, ES511 ,, ES08062 ,, NaN , Other ,1319.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0028,Castellón de la Plana,es,Europe EU27,2009,180000.00, As an individual signatory , 39.99 ,-0.04 ,111.00, ES522 ,, ES12040 ,, ES520C1 , City or Greater city ,170888.00, 1.00 ,1581.15,2008,22238.89, 4.72 ,2008, 20.00 , -   , absolute 
ES0083,Cerdanyola del Vallès,es,Europe EU27,2008,58747.00, As an individual signatory , 41.49 , 2.14 ,32.00, ES511 ,, ES08266 ,, ES061C1 , City or Greater city ,57740.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0993,Chucena,es,Europe EU27,2008,2000.00, As an individual signatory , 37.36 ,-6.39 ,26.06, ES615 ,, ES21030 ,, NaN , Other ,2232.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0318,Corbera de Llobregat,es,Europe EU27,2008,13843.00, As an individual signatory , 41.42 , 1.93 ,18.00, ES511 ,, ES08072 ,, NaN , Other ,14643.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0052,Cornellà de Llobregat,es,Europe EU27,2008,87532.00, As an individual signatory , 41.36 , 2.07 ,7.00, ES511 ,, ES08073 ,, ES066C1 , City or Greater city ,87173.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES1389,Corteconcepción,es,Europe EU27,2009,615.00, As an individual signatory , 37.90 ,-6.51 ,49.13, ES615 ,, ES21024 ,, NaN , Other ,543.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 13.00 , -   , absolute 
ES0648,Cortegana,es,Europe EU27,2009,4965.00, As an individual signatory , 37.91 ,-6.82 ,173.06, ES615 ,, ES21025 ,, NaN , Other ,4735.00, 3.00 ,929.19,2010,16527.78, 3.84 ,2010, 22.00 , -   , absolute 
ES1575,Cortelazor,es,Europe EU27,2009,311.00, As an individual signatory , 37.94 ,-6.62 ,39.93, ES615 ,, ES21026 ,, NaN , Other ,305.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 15.00 , -   , absolute 
ES1775,Cumbres de Enmedio,es,Europe EU27,2009,58.00, As an individual signatory , 38.07 ,-6.69 ,13.55, ES615 ,, ES21027 ,, NaN , Other ,57.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 31.00 , -   , absolute 
ES1467,Cumbres de San Bartolomé,es,Europe EU27,2009,465.00, As an individual signatory , 38.08 ,-6.74 ,144.58, ES615 ,, ES21028 ,, NaN , Other ,373.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 16.00 , -   , absolute 
ES0990,Cumbres Mayores,es,Europe EU27,2009,2018.00, As an individual signatory , 38.06 ,-6.65 ,121.61, ES615 ,, ES21029 ,, NaN , Other ,1785.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 14.00 , -   , absolute 
ES0944,El Campillo,es,Europe EU27,2009,2237.00, As an individual signatory , 40.36 ,-1.12 ,440.41, ES242 ,, ES44216 ,, NaN , Other ,2237.00, 3.00 ,2444.97,2007,22511.11, 5.27 ,2007, 22.00 , -   , absolute 
ES0882,El Cerro de Andévalo,es,Europe EU27,2009,2503.00, As an individual signatory , 37.74 ,-6.94 ,286.13, ES615 ,, ES21023 ,, NaN , Other ,2389.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES1399,El Granado,es,Europe EU27,2009,598.00, As an individual signatory , 37.52 ,-7.42 ,97.55, ES615 ,, ES21037 ,, NaN , Other ,519.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 21.00 , -   , absolute 
ES0725,El Papiol,es,Europe EU27,2008,3900.00, As an individual signatory , 41.44 , 2.01 ,9.00, ES511 ,, ES08158 ,, NaN , Other ,4103.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES1062,Encinasola,es,Europe EU27,2009,1584.00, As an individual signatory , 38.13 ,-6.87 ,177.76, ES615 ,, ES21031 ,, NaN , Other ,1332.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 23.00 , -   , absolute 
ES0967,Escacena del Campo,es,Europe EU27,2009,2156.00, As an individual signatory , 37.41 ,-6.39 ,135.36, ES615 ,, ES21032 ,, NaN , Other ,2278.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 20.00 , -   , absolute 
ES0095,Esplugues de Llobregat,es,Europe EU27,2008,46862.00, As an individual signatory , 41.38 , 2.09 ,5.00, ES511 ,, ES08077 ,, ES557C1 , City or Greater city ,46355.00, 1.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES1202,Figaró-Montmany,es,Europe EU27,2008,1057.00, As an individual signatory , 41.72 , 2.27 ,15.00, ES511 ,, ES08134 ,, NaN , Other ,1109.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES0102,Figueres,es,Europe EU27,2009,42809.00, As an individual signatory , 42.27 , 2.96 ,19.09, ES512 ,, ES17066 ,, NaN , Other ,46381.00, 2.00 ,2028.17,2005,25461.11, 5.37 ,2005, 20.00 , -   , absolute 
ES1086,Fogars de la Selva,es,Europe EU27,2008,1437.00, As an individual signatory , 41.74 , 2.61 ,33.00, ES511 ,, ES08082 ,, NaN , Other ,1467.00, 3.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES1383,Fuenteheridos,es,Europe EU27,2009,630.00, As an individual signatory , 37.90 ,-6.66 ,10.92, ES615 ,, ES21033 ,, NaN , Other ,623.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 13.00 , -   , absolute 
ES1048,Galaroza,es,Europe EU27,2009,1631.00, As an individual signatory , 37.91 ,-6.73 ,22.27, ES615 ,, ES21034 ,, NaN , Other ,1401.00, 3.00 ,895.49,2007,16527.78, 5.27 ,2007, 14.00 , -   , absolute 
ES0535,Gelida,es,Europe EU27,2008,6801.00, As an individual signatory , 41.44 , 1.86 ,27.00, ES511 ,, ES08091 ,, NaN , Other ,7371.00, 2.00 ,2048.91,2005,25611.11, 5.37 ,2005, 20.00 , -   , absolute 
ES2124,Gandia,es,Europe EU27,2008,80020.00, As an individual signatory , 38.93 ,-0.22 ,60.83, ES523 ,, ES46131 ,, ES046C1 , City or Greater city ,73829.00, 1.00 ,1442.57,2008,20372.22, 4.72 ,2008, NaN , NaN , NaN 
